Front;Back;LessonID;TopicTags;Family;Category
Impact;Wirkung;11;nouns;impact;Lesson 11: Literatur
Depict;Darstellen;11;verbs;depict;Lesson 11: Verben
Illustrate;Veranschaulichen;11;verbs;illustrate;Lesson 11: Verben
Address;Ansprechen / Rede halten;12;verbs;address;Lesson 12: Rede
Convey;Vermitteln / Übermitteln;12;verbs;convey;Lesson 12: Rede
Emphasize;Betonen;12;verbs;emphasize;Lesson 12: Rede
Audience;Publikum;12;nouns;audience;Lesson 12: Rede
Engage;Einbeziehen / Fesseln;12;verbs;engage;Lesson 12: Rede
Summarize;Zusammenfassen;12;verbs;summarize;Lesson 12: Rede
Recap;Wiederholen (Zusammenfassung);12;verbs;recap;Lesson 12: Rede
Outline;Gliederung / Skizzieren;12;nouns;outline;Lesson 12: Rede
Gesture;Geste;12;nouns;gesture;Lesson 12: Rede
Posture;Haltung;12;nouns;posture;Lesson 12: Rede
desktop;desktop;1;auto_frequency,source_oxford,auto_no_translation;desktop;
implementation;implementation;2;auto_frequency,source_oxford,auto_no_translation;implementation;
respective;respective;3;auto_frequency,source_oxford,auto_no_translation;respective;
suite;suite;4;auto_frequency,source_oxford,auto_no_translation;suite;
skip;skip;5;auto_frequency,source_oxford,auto_no_translation;skip;
gear;gear;6;auto_frequency,source_oxford,auto_no_translation;gear;
documentation;documentation;7;auto_frequency,source_oxford,auto_no_translation;documentation;
clinical;clinical;8;auto_frequency,source_oxford,auto_no_translation;clinical;
commerce;commerce;9;auto_frequency,source_oxford,auto_no_translation;commerce;
amateur;amateur;10;auto_frequency,source_oxford,auto_no_translation;amateur;
oral;oral;11;auto_frequency,source_oxford,auto_no_translation;oral;
functional;functional;12;auto_frequency,source_oxford,auto_no_translation;functional;
patch;patch;1;auto_frequency,source_oxford,auto_no_translation;patch;
saint;saint;2;auto_frequency,source_oxford,auto_no_translation;saint;
premium;premium;3;auto_frequency,source_oxford,auto_no_translation;premium;
attorney;attorney;4;auto_frequency,source_oxford,auto_no_translation;attorney;
upgrade;upgrade;5;auto_frequency,source_oxford,auto_no_translation;upgrade;
administrative;administrative;6;auto_frequency,source_oxford,auto_no_translation;administrative;
integrated;integrated;7;auto_frequency,source_oxford,auto_no_translation;integrated;
configuration;configuration;8;auto_frequency,source_oxford,auto_no_translation;configuration;
merchant;merchant;9;auto_frequency,source_oxford,auto_no_translation;merchant;
compliance;compliance;10;auto_frequency,source_oxford,auto_no_translation;compliance;
marine;marine;11;auto_frequency,source_oxford,auto_no_translation;marine;
acceptance;acceptance;12;auto_frequency,source_oxford,auto_no_translation;acceptance;
abuse;abuse;1;auto_frequency,source_oxford,auto_no_translation;abuse;
interactive;interactive;2;auto_frequency,source_oxford,auto_no_translation;interactive;
offering;offering;3;auto_frequency,source_oxford,auto_no_translation;offering;
variable;variable;4;auto_frequency,source_oxford,auto_no_translation;variable;
applicable;applicable;5;auto_frequency,source_oxford,auto_no_translation;applicable;
laser;laser;6;auto_frequency,source_oxford,auto_no_translation;laser;
dedicated;dedicated;7;auto_frequency,source_oxford,auto_no_translation;dedicated;
assembly;assembly;8;auto_frequency,source_oxford,auto_no_translation;assembly;
personnel;personnel;9;auto_frequency,source_oxford,auto_no_translation;personnel;
anonymous;anonymous;10;auto_frequency,source_oxford,auto_no_translation;anonymous;
alert;alert;11;auto_frequency,source_oxford,auto_no_translation;alert;
integration;integration;12;auto_frequency,source_oxford,auto_no_translation;integration;
vice;vice;1;auto_frequency,source_oxford,auto_no_translation;vice;
ray;ray;2;auto_frequency,source_oxford,auto_no_translation;ray;
eligible;eligible;3;auto_frequency,source_oxford,auto_no_translation;eligible;
handling;handling;4;auto_frequency,source_oxford,auto_no_translation;handling;
residential;residential;5;auto_frequency,source_oxford,auto_no_translation;residential;
protocol;protocol;6;auto_frequency,source_oxford,auto_no_translation;protocol;
query;query;7;auto_frequency,source_oxford,auto_no_translation;query;
replacement;replacement;8;auto_frequency,source_oxford,auto_no_translation;replacement;
strategic;strategic;9;auto_frequency,source_oxford,auto_no_translation;strategic;
spam;spam;10;auto_frequency,source_oxford,auto_no_translation;spam;
ministry;ministry;11;auto_frequency,source_oxford,auto_no_translation;ministry;
legislation;legislation;12;auto_frequency,source_oxford,auto_no_translation;legislation;
administrator;administrator;1;auto_frequency,source_oxford,auto_no_translation;administrator;
dual;dual;2;auto_frequency,source_oxford,auto_no_translation;dual;
crystal;crystal;3;auto_frequency,source_oxford,auto_no_translation;crystal;
academy;academy;4;auto_frequency,source_oxford,auto_no_translation;academy;
portfolio;portfolio;5;auto_frequency,source_oxford,auto_no_translation;portfolio;
exclusive;exclusive;6;auto_frequency,source_oxford,auto_no_translation;exclusive;
toll;toll;7;auto_frequency,source_oxford,auto_no_translation;toll;
prevention;prevention;8;auto_frequency,source_oxford,auto_no_translation;prevention;
utility;utility;9;auto_frequency,source_oxford,auto_no_translation;utility;
amendment;amendment;10;auto_frequency,source_oxford,auto_no_translation;amendment;
standing;standing;11;auto_frequency,source_oxford,auto_no_translation;standing;
bonus;bonus;12;auto_frequency,source_oxford,auto_no_translation;bonus;
subscription;subscription;1;auto_frequency,source_oxford,auto_no_translation;subscription;
gambling;gambling;2;auto_frequency,source_oxford,auto_no_translation;gambling;
provision;provision;3;auto_frequency,source_oxford,auto_no_translation;provision;
removal;removal;4;auto_frequency,source_oxford,auto_no_translation;removal;
trademark;trademark;5;auto_frequency,source_oxford,auto_no_translation;trademark;
interior;interior;6;auto_frequency,source_oxford,auto_no_translation;interior;
optical;optical;7;auto_frequency,source_oxford,auto_no_translation;optical;
conversion;conversion;8;auto_frequency,source_oxford,auto_no_translation;conversion;
serial;serial;9;auto_frequency,source_oxford,auto_no_translation;serial;
broadband;broadband;10;auto_frequency,source_oxford,auto_no_translation;broadband;
ratio;ratio;11;auto_frequency,source_oxford,auto_no_translation;ratio;
bass;bass;12;auto_frequency,source_oxford,auto_no_translation;bass;
prescription;prescription;1;auto_frequency,source_oxford,auto_no_translation;prescription;
marketplace;marketplace;2;auto_frequency,source_oxford,auto_no_translation;marketplace;
remains;remains;3;auto_frequency,source_oxford,auto_no_translation;remains;
generic;generic;4;auto_frequency,source_oxford,auto_no_translation;generic;
peak;peak;5;auto_frequency,source_oxford,auto_no_translation;peak;
transit;transit;6;auto_frequency,source_oxford,auto_no_translation;transit;
angel;angel;7;auto_frequency,source_oxford,auto_no_translation;angel;
accordance;accordance;8;auto_frequency,source_oxford,auto_no_translation;accordance;
width;width;9;auto_frequency,source_oxford,auto_no_translation;width;
array;array;10;auto_frequency,source_oxford,auto_no_translation;array;
compensation;compensation;11;auto_frequency,source_oxford,auto_no_translation;compensation;
backup;backup;12;auto_frequency,source_oxford,auto_no_translation;backup;
heritage;heritage;1;auto_frequency,source_oxford,auto_no_translation;heritage;
agricultural;agricultural;2;auto_frequency,source_oxford,auto_no_translation;agricultural;
plug;plug;3;auto_frequency,source_oxford,auto_no_translation;plug;
proceedings;proceedings;4;auto_frequency,source_oxford,auto_no_translation;proceedings;
transmission;transmission;5;auto_frequency,source_oxford,auto_no_translation;transmission;
logic;logic;6;auto_frequency,source_oxford,auto_no_translation;logic;
identification;identification;7;auto_frequency,source_oxford,auto_no_translation;identification;
guidance;guidance;8;auto_frequency,source_oxford,auto_no_translation;guidance;
trail;trail;9;auto_frequency,source_oxford,auto_no_translation;trail;
enforcement;enforcement;10;auto_frequency,source_oxford,auto_no_translation;enforcement;
buddy;buddy;11;auto_frequency,source_oxford,auto_no_translation;buddy;
poll;poll;12;auto_frequency,source_oxford,auto_no_translation;poll;
notify;notify;1;auto_frequency,source_oxford,auto_no_translation;notify;
scope;scope;2;auto_frequency,source_oxford,auto_no_translation;scope;
pregnancy;pregnancy;3;auto_frequency,source_oxford,auto_no_translation;pregnancy;
biography;biography;4;auto_frequency,source_oxford,auto_no_translation;biography;
upcoming;upcoming;5;auto_frequency,source_oxford,auto_no_translation;upcoming;
efficiency;efficiency;6;auto_frequency,source_oxford,auto_no_translation;efficiency;
linear;linear;7;auto_frequency,source_oxford,auto_no_translation;linear;
reform;reform;8;auto_frequency,source_oxford,auto_no_translation;reform;
alliance;alliance;9;auto_frequency,source_oxford,auto_no_translation;alliance;
suck;suck;10;auto_frequency,source_oxford,auto_no_translation;suck;
rear;rear;11;auto_frequency,source_oxford,auto_no_translation;rear;
parameter;parameter;12;auto_frequency,source_oxford,auto_no_translation;parameter;
processor;processor;1;auto_frequency,source_oxford,auto_no_translation;processor;
supreme;supreme;2;auto_frequency,source_oxford,auto_no_translation;supreme;
submission;submission;3;auto_frequency,source_oxford,auto_no_translation;submission;
regulatory;regulatory;4;auto_frequency,source_oxford,auto_no_translation;regulatory;
inspection;inspection;5;auto_frequency,source_oxford,auto_no_translation;inspection;
transaction;transaction;6;auto_frequency,source_oxford,auto_no_translation;transaction;
outlet;outlet;7;auto_frequency,source_oxford,auto_no_translation;outlet;
execution;execution;8;auto_frequency,source_oxford,auto_no_translation;execution;
contractor;contractor;9;auto_frequency,source_oxford,auto_no_translation;contractor;
patent;patent;10;auto_frequency,source_oxford,auto_no_translation;patent;
slot;slot;11;auto_frequency,source_oxford,auto_no_translation;slot;
catalogue;catalogue;12;auto_frequency,source_oxford,auto_no_translation;catalogue;
behalf;behalf;1;auto_frequency,source_oxford,auto_no_translation;behalf;
loop;loop;2;auto_frequency,source_oxford,auto_no_translation;loop;
resume;resume;3;auto_frequency,source_oxford,auto_no_translation;resume;
premier;premier;4;auto_frequency,source_oxford,auto_no_translation;premier;
consent;consent;5;auto_frequency,source_oxford,auto_no_translation;consent;
audit;audit;6;auto_frequency,source_oxford,auto_no_translation;audit;
chamber;chamber;7;auto_frequency,source_oxford,auto_no_translation;chamber;
province;province;8;auto_frequency,source_oxford,auto_no_translation;province;
formula;formula;9;auto_frequency,source_oxford,auto_no_translation;formula;
constitution;constitution;10;auto_frequency,source_oxford,auto_no_translation;constitution;
consultation;consultation;11;auto_frequency,source_oxford,auto_no_translation;consultation;
resistance;resistance;12;auto_frequency,source_oxford,auto_no_translation;resistance;
memorial;memorial;1;auto_frequency,source_oxford,auto_no_translation;memorial;
forth;forth;2;auto_frequency,source_oxford,auto_no_translation;forth;
spy;spy;3;auto_frequency,source_oxford,auto_no_translation;spy;
classification;classification;4;auto_frequency,source_oxford,auto_no_translation;classification;
physician;physician;5;auto_frequency,source_oxford,auto_no_translation;physician;
cutting;cutting;6;auto_frequency,source_oxford,auto_no_translation;cutting;
superior;superior;7;auto_frequency,source_oxford,auto_no_translation;superior;
magnetic;magnetic;8;auto_frequency,source_oxford,auto_no_translation;magnetic;
outlook;outlook;9;auto_frequency,source_oxford,auto_no_translation;outlook;
echo;echo;10;auto_frequency,source_oxford,auto_no_translation;echo;
grid;grid;11;auto_frequency,source_oxford,auto_no_translation;grid;
experimental;experimental;12;auto_frequency,source_oxford,auto_no_translation;experimental;
earnings;earnings;1;auto_frequency,source_oxford,auto_no_translation;earnings;
banner;banner;2;auto_frequency,source_oxford,auto_no_translation;banner;
charter;charter;3;auto_frequency,source_oxford,auto_no_translation;charter;
acquisition;acquisition;4;auto_frequency,source_oxford,auto_no_translation;acquisition;
reverse;reverse;5;auto_frequency,source_oxford,auto_no_translation;reverse;
pulse;pulse;6;auto_frequency,source_oxford,auto_no_translation;pulse;
strip;strip;7;auto_frequency,source_oxford,auto_no_translation;strip;
specification;specification;8;auto_frequency,source_oxford,auto_no_translation;specification;
accessible;accessible;9;auto_frequency,source_oxford,auto_no_translation;accessible;
representation;representation;10;auto_frequency,source_oxford,auto_no_translation;representation;
pump;pump;11;auto_frequency,source_oxford,auto_no_translation;pump;
legislative;legislative;12;auto_frequency,source_oxford,auto_no_translation;legislative;
trailer;trailer;1;auto_frequency,source_oxford,auto_no_translation;trailer;
residence;residence;2;auto_frequency,source_oxford,auto_no_translation;residence;
density;density;3;auto_frequency,source_oxford,auto_no_translation;density;
statistical;statistical;4;auto_frequency,source_oxford,auto_no_translation;statistical;
bulk;bulk;5;auto_frequency,source_oxford,auto_no_translation;bulk;
sin;sin;6;auto_frequency,source_oxford,auto_no_translation;sin;
adoption;adoption;7;auto_frequency,source_oxford,auto_no_translation;adoption;
grace;grace;8;auto_frequency,source_oxford,auto_no_translation;grace;
collaboration;collaboration;9;auto_frequency,source_oxford,auto_no_translation;collaboration;
detection;detection;10;auto_frequency,source_oxford,auto_no_translation;detection;
entity;entity;11;auto_frequency,source_oxford,auto_no_translation;entity;
settlement;settlement;12;auto_frequency,source_oxford,auto_no_translation;settlement;
operational;operational;1;auto_frequency,source_oxford,auto_no_translation;operational;
liberal;liberal;2;auto_frequency,source_oxford,auto_no_translation;liberal;
corresponding;corresponding;3;auto_frequency,source_oxford,auto_no_translation;corresponding;
excess;excess;4;auto_frequency,source_oxford,auto_no_translation;excess;
mining;mining;5;auto_frequency,source_oxford,auto_no_translation;mining;
liberty;liberty;6;auto_frequency,source_oxford,auto_no_translation;liberty;
commissioner;commissioner;7;auto_frequency,source_oxford,auto_no_translation;commissioner;
reliability;reliability;8;auto_frequency,source_oxford,auto_no_translation;reliability;
productivity;productivity;9;auto_frequency,source_oxford,auto_no_translation;productivity;
crown;crown;10;auto_frequency,source_oxford,auto_no_translation;crown;
diagnosis;diagnosis;11;auto_frequency,source_oxford,auto_no_translation;diagnosis;
gross;gross;12;auto_frequency,source_oxford,auto_no_translation;gross;
admission;admission;1;auto_frequency,source_oxford,auto_no_translation;admission;
seal;seal;2;auto_frequency,source_oxford,auto_no_translation;seal;
structural;structural;3;auto_frequency,source_oxford,auto_no_translation;structural;
municipal;municipal;4;auto_frequency,source_oxford,auto_no_translation;municipal;
simulation;simulation;5;auto_frequency,source_oxford,auto_no_translation;simulation;
layout;layout;6;auto_frequency,source_oxford,auto_no_translation;layout;
cabinet;cabinet;7;auto_frequency,source_oxford,auto_no_translation;cabinet;
dose;dose;8;auto_frequency,source_oxford,auto_no_translation;dose;
composition;composition;9;auto_frequency,source_oxford,auto_no_translation;composition;
nationwide;nationwide;10;auto_frequency,source_oxford,auto_no_translation;nationwide;
buffer;buffer;11;auto_frequency,source_oxford,auto_no_translation;buffer;
commentary;commentary;12;auto_frequency,source_oxford,auto_no_translation;commentary;
pipeline;pipeline;1;auto_frequency,source_oxford,auto_no_translation;pipeline;
attribute;attribute;2;auto_frequency,source_oxford,auto_no_translation;attribute;
coordinator;coordinator;3;auto_frequency,source_oxford,auto_no_translation;coordinator;
summit;summit;4;auto_frequency,source_oxford,auto_no_translation;summit;
glance;glance;5;auto_frequency,source_oxford,auto_no_translation;glance;
foster;foster;6;auto_frequency,source_oxford,auto_no_translation;foster;
passing;passing;7;auto_frequency,source_oxford,auto_no_translation;passing;
spectrum;spectrum;8;auto_frequency,source_oxford,auto_no_translation;spectrum;
venture;venture;9;auto_frequency,source_oxford,auto_no_translation;venture;
involvement;involvement;10;auto_frequency,source_oxford,auto_no_translation;involvement;
disclosure;disclosure;11;auto_frequency,source_oxford,auto_no_translation;disclosure;
establishment;establishment;12;auto_frequency,source_oxford,auto_no_translation;establishment;
senator;senator;1;auto_frequency,source_oxford,auto_no_translation;senator;
yield;yield;2;auto_frequency,source_oxford,auto_no_translation;yield;
radar;radar;3;auto_frequency,source_oxford,auto_no_translation;radar;
undergraduate;undergraduate;4;auto_frequency,source_oxford,auto_no_translation;undergraduate;
combat;combat;5;auto_frequency,source_oxford,auto_no_translation;combat;
effectiveness;effectiveness;6;auto_frequency,source_oxford,auto_no_translation;effectiveness;
ward;ward;7;auto_frequency,source_oxford,auto_no_translation;ward;
beast;beast;8;auto_frequency,source_oxford,auto_no_translation;beast;
absence;absence;9;auto_frequency,source_oxford,auto_no_translation;absence;
cluster;cluster;10;auto_frequency,source_oxford,auto_no_translation;cluster;
partial;partial;11;auto_frequency,source_oxford,auto_no_translation;partial;
ranking;ranking;12;auto_frequency,source_oxford,auto_no_translation;ranking;
verify;verify;1;auto_frequency,source_oxford,auto_no_translation;verify;
copper;copper;2;auto_frequency,source_oxford,auto_no_translation;copper;
warehouse;warehouse;3;auto_frequency,source_oxford,auto_no_translation;warehouse;
violation;violation;4;auto_frequency,source_oxford,auto_no_translation;violation;
stability;stability;5;auto_frequency,source_oxford,auto_no_translation;stability;
institutional;institutional;6;auto_frequency,source_oxford,auto_no_translation;institutional;
solo;solo;7;auto_frequency,source_oxford,auto_no_translation;solo;
excellence;excellence;8;auto_frequency,source_oxford,auto_no_translation;excellence;
vacuum;vacuum;9;auto_frequency,source_oxford,auto_no_translation;vacuum;
quest;quest;10;auto_frequency,source_oxford,auto_no_translation;quest;
pioneer;pioneer;11;auto_frequency,source_oxford,auto_no_translation;pioneer;
coastal;coastal;12;auto_frequency,source_oxford,auto_no_translation;coastal;
segment;segment;1;auto_frequency,source_oxford,auto_no_translation;segment;
regardless;regardless;2;auto_frequency,source_oxford,auto_no_translation;regardless;
latter;latter;3;auto_frequency,source_oxford,auto_no_translation;latter;
syndrome;syndrome;4;auto_frequency,source_oxford,auto_no_translation;syndrome;
attendance;attendance;5;auto_frequency,source_oxford,auto_no_translation;attendance;
ease;ease;6;auto_frequency,source_oxford,auto_no_translation;ease;
arena;arena;7;auto_frequency,source_oxford,auto_no_translation;arena;
deputy;deputy;8;auto_frequency,source_oxford,auto_no_translation;deputy;
governance;governance;9;auto_frequency,source_oxford,auto_no_translation;governance;
mill;mill;10;auto_frequency,source_oxford,auto_no_translation;mill;
chronic;chronic;11;auto_frequency,source_oxford,auto_no_translation;chronic;
tobacco;tobacco;12;auto_frequency,source_oxford,auto_no_translation;tobacco;
worship;worship;1;auto_frequency,source_oxford,auto_no_translation;worship;
capability;capability;2;auto_frequency,source_oxford,auto_no_translation;capability;
precision;precision;3;auto_frequency,source_oxford,auto_no_translation;precision;
reproduction;reproduction;4;auto_frequency,source_oxford,auto_no_translation;reproduction;
sole;sole;5;auto_frequency,source_oxford,auto_no_translation;sole;
franchise;franchise;6;auto_frequency,source_oxford,auto_no_translation;franchise;
rehabilitation;rehabilitation;7;auto_frequency,source_oxford,auto_no_translation;rehabilitation;
odds;odds;8;auto_frequency,source_oxford,auto_no_translation;odds;
insider;insider;9;auto_frequency,source_oxford,auto_no_translation;insider;
integrity;integrity;10;auto_frequency,source_oxford,auto_no_translation;integrity;
discrimination;discrimination;11;auto_frequency,source_oxford,auto_no_translation;discrimination;
legacy;legacy;12;auto_frequency,source_oxford,auto_no_translation;legacy;
intermediate;intermediate;1;auto_frequency,source_oxford,auto_no_translation;intermediate;
pad;pad;2;auto_frequency,source_oxford,auto_no_translation;pad;
glory;glory;3;auto_frequency,source_oxford,auto_no_translation;glory;
versus;versus;4;auto_frequency,source_oxford,auto_no_translation;versus;
rod;rod;5;auto_frequency,source_oxford,auto_no_translation;rod;
preliminary;preliminary;6;auto_frequency,source_oxford,auto_no_translation;preliminary;
suspension;suspension;7;auto_frequency,source_oxford,auto_no_translation;suspension;
correction;correction;8;auto_frequency,source_oxford,auto_no_translation;correction;
supplement;supplement;9;auto_frequency,source_oxford,auto_no_translation;supplement;
infant;infant;10;auto_frequency,source_oxford,auto_no_translation;infant;
fluid;fluid;11;auto_frequency,source_oxford,auto_no_translation;fluid;
machinery;machinery;12;auto_frequency,source_oxford,auto_no_translation;machinery;
equation;equation;1;auto_frequency,source_oxford,auto_no_translation;equation;
dimension;dimension;2;auto_frequency,source_oxford,auto_no_translation;dimension;
devil;devil;3;auto_frequency,source_oxford,auto_no_translation;devil;
comply;comply;4;auto_frequency,source_oxford,auto_no_translation;comply;
funeral;funeral;5;auto_frequency,source_oxford,auto_no_translation;funeral;
orientation;orientation;6;auto_frequency,source_oxford,auto_no_translation;orientation;
swing;swing;7;auto_frequency,source_oxford,auto_no_translation;swing;
flexibility;flexibility;8;auto_frequency,source_oxford,auto_no_translation;flexibility;
boundary;boundary;9;auto_frequency,source_oxford,auto_no_translation;boundary;
elite;elite;10;auto_frequency,source_oxford,auto_no_translation;elite;
spin;spin;11;auto_frequency,source_oxford,auto_no_translation;spin;
