Front;Back;LessonID;TopicTags;Family;Category
permanent;permanent;10;auto_frequency,source_oxford,auto_no_translation;permanent;
agriculture;agriculture;11;auto_frequency,source_oxford,auto_no_translation;agriculture;
infrastructure;infrastructure;12;auto_frequency,source_oxford,auto_no_translation;infrastructure;
philosophy;philosophy;1;auto_frequency,source_oxford,auto_no_translation;philosophy;
regulation;Vorschrift / Regulierung;2;auto_frequency,source_oxford,auto_translation;regulation;
reduction;reduction;3;auto_frequency,source_oxford,auto_no_translation;reduction;
nutrition;nutrition;4;auto_frequency,source_oxford,auto_no_translation;nutrition;
junior;junior;5;auto_frequency,source_oxford,auto_no_translation;junior;
whom;whom;6;auto_frequency,source_oxford,auto_no_translation;whom;
presence;presence;7;auto_frequency,source_oxford,auto_no_translation;presence;
instant;instant;8;auto_frequency,source_oxford,auto_no_translation;instant;
automatic;automatic;9;auto_frequency,source_oxford,auto_no_translation;automatic;
healthcare;healthcare;10;auto_frequency,source_oxford,auto_no_translation;healthcare;
majority;majority;11;auto_frequency,source_oxford,auto_no_translation;majority;
participation;participation;12;auto_frequency,source_oxford,auto_no_translation;participation;
scheme;scheme;1;auto_frequency,source_oxford,auto_no_translation;scheme;
combination;combination;2;auto_frequency,source_oxford,auto_no_translation;combination;
convention;convention;3;auto_frequency,source_oxford,auto_no_translation;convention;
principal;principal;4;auto_frequency,source_oxford,auto_no_translation;principal;
comfort;comfort;5;auto_frequency,source_oxford,auto_no_translation;comfort;
appeal;appeal;6;auto_frequency,source_oxford,auto_no_translation;appeal;
cruise;cruise;7;auto_frequency,source_oxford,auto_no_translation;cruise;
household;household;8;auto_frequency,source_oxford,auto_no_translation;household;
arms;arms;9;auto_frequency,source_oxford,auto_no_translation;arms;
dealer;dealer;10;auto_frequency,source_oxford,auto_no_translation;dealer;
contemporary;contemporary;11;auto_frequency,source_oxford,auto_no_translation;contemporary;
nearby;nearby;12;auto_frequency,source_oxford,auto_no_translation;nearby;
exposure;exposure;1;auto_frequency,source_oxford,auto_no_translation;exposure;
signature;signature;2;auto_frequency,source_oxford,auto_no_translation;signature;
circuit;circuit;3;auto_frequency,source_oxford,auto_no_translation;circuit;
hip;hip;4;auto_frequency,source_oxford,auto_no_translation;hip;
dot;dot;5;auto_frequency,source_oxford,auto_no_translation;dot;
hidden;hidden;6;auto_frequency,source_oxford,auto_no_translation;hidden;
reasonable;reasonable;7;auto_frequency,source_oxford,auto_no_translation;reasonable;
relief;relief;8;auto_frequency,source_oxford,auto_no_translation;relief;
revision;revision;9;auto_frequency,source_oxford,auto_no_translation;revision;
permit;permit;10;auto_frequency,source_oxford,auto_no_translation;permit;
proof;proof;11;auto_frequency,source_oxford,auto_no_translation;proof;
instance;instance;12;auto_frequency,source_oxford,auto_no_translation;instance;
conservation;conservation;1;auto_frequency,source_oxford,auto_no_translation;conservation;
evil;evil;2;auto_frequency,source_oxford,auto_no_translation;evil;
evolution;evolution;3;auto_frequency,source_oxford,auto_no_translation;evolution;
concerned;concerned;4;auto_frequency,source_oxford,auto_no_translation;concerned;
operator;operator;5;auto_frequency,source_oxford,auto_no_translation;operator;
usage;usage;6;auto_frequency,source_oxford,auto_no_translation;usage;
ink;ink;7;auto_frequency,source_oxford,auto_no_translation;ink;
mixed;mixed;8;auto_frequency,source_oxford,auto_no_translation;mixed;
preparation;preparation;9;auto_frequency,source_oxford,auto_no_translation;preparation;
attempt;attempt;10;auto_frequency,source_oxford,auto_no_translation;attempt;
accurate;accurate;11;auto_frequency,source_oxford,auto_no_translation;accurate;
raw;raw;12;auto_frequency,source_oxford,auto_no_translation;raw;
establish;establish;1;auto_frequency,source_oxford,auto_no_translation;establish;
extent;extent;2;auto_frequency,source_oxford,auto_no_translation;extent;
lane;lane;3;auto_frequency,source_oxford,auto_no_translation;lane;
aircraft;aircraft;4;auto_frequency,source_oxford,auto_no_translation;aircraft;
conflict;Konflikt;5;auto_frequency,source_oxford,auto_translation;conflict;
concern;concern;6;auto_frequency,source_oxford,auto_no_translation;concern;
specialist;specialist;7;auto_frequency,source_oxford,auto_no_translation;specialist;
investigation;investigation;8;auto_frequency,source_oxford,auto_no_translation;investigation;
institution;institution;9;auto_frequency,source_oxford,auto_no_translation;institution;
sporting;sporting;10;auto_frequency,source_oxford,auto_no_translation;sporting;
organic;organic;11;auto_frequency,source_oxford,auto_no_translation;organic;
seek;seek;12;auto_frequency,source_oxford,auto_no_translation;seek;
equivalent;equivalent;1;auto_frequency,source_oxford,auto_no_translation;equivalent;
agenda;agenda;2;auto_frequency,source_oxford,auto_no_translation;agenda;
curriculum;curriculum;3;auto_frequency,source_oxford,auto_no_translation;curriculum;
psychology;psychology;4;auto_frequency,source_oxford,auto_no_translation;psychology;
investor;investor;5;auto_frequency,source_oxford,auto_no_translation;investor;
wildlife;wildlife;6;auto_frequency,source_oxford,auto_no_translation;wildlife;
elementary;elementary;7;auto_frequency,source_oxford,auto_no_translation;elementary;
plain;plain;8;auto_frequency,source_oxford,auto_no_translation;plain;
exit;exit;9;auto_frequency,source_oxford,auto_no_translation;exit;
launch;launch;10;auto_frequency,source_oxford,auto_no_translation;launch;
holy;holy;11;auto_frequency,source_oxford,auto_no_translation;holy;
highway;highway;12;auto_frequency,source_oxford,auto_no_translation;highway;
booking;booking;1;auto_frequency,source_oxford,auto_no_translation;booking;
bond;bond;2;auto_frequency,source_oxford,auto_no_translation;bond;
portion;portion;3;auto_frequency,source_oxford,auto_no_translation;portion;
requirement;requirement;4;auto_frequency,source_oxford,auto_no_translation;requirement;
notebook;notebook;5;auto_frequency,source_oxford,auto_no_translation;notebook;
disabled;disabled;6;auto_frequency,source_oxford,auto_no_translation;disabled;
retirement;retirement;7;auto_frequency,source_oxford,auto_no_translation;retirement;
efficient;efficient;8;auto_frequency,source_oxford,auto_no_translation;efficient;
commitment;commitment;9;auto_frequency,source_oxford,auto_no_translation;commitment;
constant;constant;10;auto_frequency,source_oxford,auto_no_translation;constant;
visa;visa;11;auto_frequency,source_oxford,auto_no_translation;visa;
pure;pure;12;auto_frequency,source_oxford,auto_no_translation;pure;
