Front;Back;LessonID;TopicTags;Family;Category
Quiet;Ruhig;8;adjectives;quiet;Lesson 8: Adjektive
Noisy / Loud;Laut;8;adjectives;noisy / loud;Lesson 8: Adjektive
The best;Der/Die/Das Beste;9;grammar;the best;Lesson 9: Superlativ
The worst;Der/Die/Das Schlechteste;9;grammar;the worst;Lesson 9: Superlativ
The biggest;Der/Die/Das Größte;9;grammar;the biggest;Lesson 9: Superlativ
Most interesting;Am interessantesten;9;grammar;most interesting;Lesson 9: Superlativ
World;Welt;9;nouns;world;Lesson 9: Rekorde
Record;Rekord;9;nouns;record;Lesson 9: Rekorde
High;Hoch;9;adjectives;high;Lesson 9: Adjektive
Long;Lang;9;adjectives;long;Lesson 9: Adjektive
Important;Wichtig;9;adjectives;important;Lesson 9: Adjektive
I think...;Ich denke...;9;phrases;i think...;Lesson 9: Meinung
Him;Ihn / Ihm;10;grammar;him;Lesson 10: Pronomen
Her;Sie / Ihr;10;grammar;her;Lesson 10: Pronomen
Us;Uns;10;grammar;us;Lesson 10: Pronomen
Them;Sie / Ihnen (Plural);10;grammar;them;Lesson 10: Pronomen
Give;Geben;10;verbs;give;Lesson 10: Verben
Send;Senden / Schicken;10;verbs;send;Lesson 10: Verben
Know;Kennen / Wissen;10;verbs;know;Lesson 10: Verben
My friend's car;Das Auto meines Freundes;10;grammar;my friend's car;Lesson 10: Besitz
Tom's house;Toms Haus;10;grammar;tom's house;Lesson 10: Besitz
Person - People;Person - Leute;10;nouns;person - people;Lesson 10: Substantive
Clothes;Kleidung;11;clothes;clothes;Lesson 11: Kleidung
T-Shirt;T-Shirt;11;clothes;t-shirt;Lesson 11: Kleidung
Trousers / Pants;Hose;11;clothes;trousers / pants;Lesson 11: Kleidung
Shoes;Schuhe;11;clothes;shoes;Lesson 11: Kleidung
Jacket / Coat;Jacke / Mantel;11;clothes;jacket / coat;Lesson 11: Kleidung
Dress;Kleid;11;clothes;dress;Lesson 11: Kleidung
Wear;Tragen (Kleidung);11;verbs;wear;Lesson 11: Verben
Size;Größe;11;shopping;size;Lesson 11: Einkaufen
Try on;Anprobieren;11;verbs;try on;Lesson 11: Einkaufen
Fit;Passen;11;verbs;fit;Lesson 11: Einkaufen
First;Zuerst;12;storytelling;first;Lesson 12: Geschichte
Then;Dann;12;storytelling;then;Lesson 12: Geschichte
After that;Danach;12;storytelling;after that;Lesson 12: Geschichte
Finally;Schließlich;12;storytelling;finally;Lesson 12: Geschichte
Suddenly;Plötzlich;12;storytelling;suddenly;Lesson 12: Geschichte
Story;Geschichte;12;nouns;story;Lesson 12: Geschichte
End;Ende;12;nouns;end;Lesson 12: Geschichte
Start / Begin;Anfang / Beginnen;12;verbs;start / begin;Lesson 12: Verben
Interesting;Interessant;12;adjectives;interesting;Lesson 12: Adjektive
Exciting;Aufregend;12;adjectives;exciting;Lesson 12: Adjektive
