Front;Back;LessonID;TopicTags;Family;Category
News;Nachrichten;11;nouns;news;Lesson 11: Nouns
Message;Nachricht / Botschaft;11;nouns;message;Lesson 11: Nouns
Information;Information;11;nouns;information;Lesson 11: Nouns
He said that...;Er sagte, dass...;11;grammar;he said that...;Lesson 11: Rede
She told me...;Sie erzählte mir...;11;grammar;she told me...;Lesson 11: Rede
True;Wahr;11;adjectives;true;Lesson 11: Adjektive
Opinion;Meinung;12;nouns;opinion;Lesson 12: Meinung
Agree;Zustimmen;12;verbs;agree;Lesson 12: Meinung
Disagree;Nicht zustimmen;12;verbs;disagree;Lesson 12: Meinung
Because of;Wegen;12;conjunctions;because of;Lesson 12: Konnektoren
Although;Obwohl;12;conjunctions;although;Lesson 12: Konnektoren
However;Jedoch;12;conjunctions;however;Lesson 12: Konnektoren
In my opinion;Meiner Meinung nach;12;phrases;in my opinion;Lesson 12: Meinung
I believe that;Ich glaube, dass;12;phrases;i believe that;Lesson 12: Meinung
Important;Wichtig;12;adjectives;important;Lesson 12: Adjektive
Argument;Argument / Streit;12;nouns;argument;Lesson 12: Nouns
contact;contact;1;auto_frequency,source_oxford,auto_no_translation;contact;
click;click;2;auto_frequency,source_oxford,auto_no_translation;click;
used;used;3;auto_frequency,source_oxford,auto_no_translation;used;
policy;policy;4;auto_frequency,source_oxford,auto_no_translation;policy;
software;software;5;auto_frequency,source_oxford,auto_no_translation;software;
sex;sex;6;auto_frequency,source_oxford,auto_no_translation;sex;
set;set;7;auto_frequency,source_oxford,auto_no_translation;set;
management;management;8;auto_frequency,source_oxford,auto_no_translation;management;
development;development;9;auto_frequency,source_oxford,auto_no_translation;development;
within;within;10;auto_frequency,source_oxford,auto_no_translation;within;
file;file;11;auto_frequency,source_oxford,auto_no_translation;file;
version;version;12;auto_frequency,source_oxford,auto_no_translation;version;
related;related;1;auto_frequency,source_oxford,auto_no_translation;related;
security;security;2;auto_frequency,source_oxford,auto_no_translation;security;
total;total;3;auto_frequency,source_oxford,auto_no_translation;total;
access;access;4;auto_frequency,source_oxford,auto_no_translation;access;
current;current;5;auto_frequency,source_oxford,auto_no_translation;current;
location;location;6;auto_frequency,source_oxford,auto_no_translation;location;
account;account;7;auto_frequency,source_oxford,auto_no_translation;account;
previous;previous;8;auto_frequency,source_oxford,auto_no_translation;previous;
property;property;9;auto_frequency,source_oxford,auto_no_translation;property;
content;content;10;auto_frequency,source_oxford,auto_no_translation;content;
private;private;11;auto_frequency,source_oxford,auto_no_translation;private;
value;value;12;auto_frequency,source_oxford,auto_no_translation;value;
press;press;1;auto_frequency,source_oxford,auto_no_translation;press;
advanced;advanced;2;auto_frequency,source_oxford,auto_no_translation;advanced;
category;category;3;auto_frequency,source_oxford,auto_no_translation;category;
application;application;4;auto_frequency,source_oxford,auto_no_translation;application;
staff;staff;5;auto_frequency,source_oxford,auto_no_translation;staff;
financial;financial;6;auto_frequency,source_oxford,auto_no_translation;financial;
standard;standard;7;auto_frequency,source_oxford,auto_no_translation;standard;
tax;tax;8;auto_frequency,source_oxford,auto_no_translation;tax;
payment;payment;9;auto_frequency,source_oxford,auto_no_translation;payment;
legal;legal;10;auto_frequency,source_oxford,auto_no_translation;legal;
performance;performance;11;auto_frequency,source_oxford,auto_no_translation;performance;
quote;quote;12;auto_frequency,source_oxford,auto_no_translation;quote;
latest;latest;1;auto_frequency,source_oxford,auto_no_translation;latest;
issue;issue;2;auto_frequency,source_oxford,auto_no_translation;issue;
range;range;3;auto_frequency,source_oxford,auto_no_translation;range;
court;court;4;auto_frequency,source_oxford,auto_no_translation;court;
release;release;5;auto_frequency,source_oxford,auto_no_translation;release;
analysis;analysis;6;auto_frequency,source_oxford,auto_no_translation;analysis;
reference;reference;7;auto_frequency,source_oxford,auto_no_translation;reference;
net;net;8;auto_frequency,source_oxford,auto_no_translation;net;
journal;journal;9;auto_frequency,source_oxford,auto_no_translation;journal;
central;central;10;auto_frequency,source_oxford,auto_no_translation;central;
entertainment;entertainment;11;auto_frequency,source_oxford,auto_no_translation;entertainment;
agreement;agreement;12;auto_frequency,source_oxford,auto_no_translation;agreement;
safety;safety;1;auto_frequency,source_oxford,auto_no_translation;safety;
trade;trade;2;auto_frequency,source_oxford,auto_no_translation;trade;
marketing;marketing;3;auto_frequency,source_oxford,auto_no_translation;marketing;
living;living;4;auto_frequency,source_oxford,auto_no_translation;living;
collection;collection;5;auto_frequency,source_oxford,auto_no_translation;collection;
whether;whether;6;auto_frequency,source_oxford,auto_no_translation;whether;
due;due;7;auto_frequency,source_oxford,auto_no_translation;due;
upon;upon;8;auto_frequency,source_oxford,auto_no_translation;upon;
planning;planning;9;auto_frequency,source_oxford,auto_no_translation;planning;
official;official;10;auto_frequency,source_oxford,auto_no_translation;official;
technical;technical;11;auto_frequency,source_oxford,auto_no_translation;technical;
update;update;12;auto_frequency,source_oxford,auto_no_translation;update;
resource;resource;1;auto_frequency,source_oxford,auto_no_translation;resource;
written;written;2;auto_frequency,source_oxford,auto_no_translation;written;
plus;plus;3;auto_frequency,source_oxford,auto_no_translation;plus;
function;function;4;auto_frequency,source_oxford,auto_no_translation;function;
global;global;5;auto_frequency,source_oxford,auto_no_translation;global;
economic;economic;6;auto_frequency,source_oxford,auto_no_translation;economic;
though;though;7;auto_frequency,source_oxford,auto_no_translation;though;
risk;risk;8;auto_frequency,source_oxford,auto_no_translation;risk;
various;various;9;auto_frequency,source_oxford,auto_no_translation;various;
production;production;10;auto_frequency,source_oxford,auto_no_translation;production;
commercial;commercial;11;auto_frequency,source_oxford,auto_no_translation;commercial;
treatment;treatment;12;auto_frequency,source_oxford,auto_no_translation;treatment;
currently;currently;1;auto_frequency,source_oxford,auto_no_translation;currently;
chapter;chapter;2;auto_frequency,source_oxford,auto_no_translation;chapter;
beauty;beauty;3;auto_frequency,source_oxford,auto_no_translation;beauty;
engineering;engineering;4;auto_frequency,source_oxford,auto_no_translation;engineering;
basic;basic;5;auto_frequency,source_oxford,auto_no_translation;basic;
loss;loss;6;auto_frequency,source_oxford,auto_no_translation;loss;
brand;brand;7;auto_frequency,source_oxford,auto_no_translation;brand;
discount;discount;8;auto_frequency,source_oxford,auto_no_translation;discount;
political;political;9;auto_frequency,source_oxford,auto_no_translation;political;
base;base;10;auto_frequency,source_oxford,auto_no_translation;base;
environmental;environmental;11;auto_frequency,source_oxford,auto_no_translation;environmental;
stuff;stuff;12;auto_frequency,source_oxford,auto_no_translation;stuff;
entry;entry;1;auto_frequency,source_oxford,auto_no_translation;entry;
summary;summary;2;auto_frequency,source_oxford,auto_no_translation;summary;
growth;growth;3;auto_frequency,source_oxford,auto_no_translation;growth;
western;western;4;auto_frequency,source_oxford,auto_no_translation;western;
force;force;5;auto_frequency,source_oxford,auto_no_translation;force;
employment;employment;6;auto_frequency,source_oxford,auto_no_translation;employment;
ad;ad;7;auto_frequency,source_oxford,auto_no_translation;ad;
package;package;8;auto_frequency,source_oxford,auto_no_translation;package;
port;port;9;auto_frequency,source_oxford,auto_no_translation;port;
album;album;10;auto_frequency,source_oxford,auto_no_translation;album;
exchange;exchange;11;auto_frequency,source_oxford,auto_no_translation;exchange;
effective;effective;12;auto_frequency,source_oxford,auto_no_translation;effective;
addition;addition;1;auto_frequency,source_oxford,auto_no_translation;addition;
union;union;2;auto_frequency,source_oxford,auto_no_translation;union;
length;length;3;auto_frequency,source_oxford,auto_no_translation;length;
client;client;4;auto_frequency,source_oxford,auto_no_translation;client;
sample;sample;5;auto_frequency,source_oxford,auto_no_translation;sample;
consumer;consumer;6;auto_frequency,source_oxford,auto_no_translation;consumer;
channel;channel;7;auto_frequency,source_oxford,auto_no_translation;channel;
custom;custom;8;auto_frequency,source_oxford,auto_no_translation;custom;
located;located;9;auto_frequency,source_oxford,auto_no_translation;located;
editor;editor;10;auto_frequency,source_oxford,auto_no_translation;editor;
responsible;responsible;11;auto_frequency,source_oxford,auto_no_translation;responsible;
primary;primary;12;auto_frequency,source_oxford,auto_no_translation;primary;
communication;communication;1;auto_frequency,source_oxford,auto_no_translation;communication;
therefore;therefore;2;auto_frequency,source_oxford,auto_no_translation;therefore;
simply;simply;3;auto_frequency,source_oxford,auto_no_translation;simply;
worldwide;worldwide;4;auto_frequency,source_oxford,auto_no_translation;worldwide;
connection;connection;5;auto_frequency,source_oxford,auto_no_translation;connection;
impact;impact;6;auto_frequency,source_oxford,auto_no_translation;impact;
accommodation;accommodation;7;auto_frequency,source_oxford,auto_no_translation;accommodation;
basis;basis;8;auto_frequency,source_oxford,auto_no_translation;basis;
involved;involved;9;auto_frequency,source_oxford,auto_no_translation;involved;
operation;operation;10;auto_frequency,source_oxford,auto_no_translation;operation;
warning;warning;11;auto_frequency,source_oxford,auto_no_translation;warning;
vote;vote;12;auto_frequency,source_oxford,auto_no_translation;vote;
directly;directly;1;auto_frequency,source_oxford,auto_no_translation;directly;
authority;authority;2;auto_frequency,source_oxford,auto_no_translation;authority;
agent;agent;3;auto_frequency,source_oxford,auto_no_translation;agent;
charge;charge;4;auto_frequency,source_oxford,auto_no_translation;charge;
educational;educational;5;auto_frequency,source_oxford,auto_no_translation;educational;
leading;leading;6;auto_frequency,source_oxford,auto_no_translation;leading;
fitness;fitness;7;auto_frequency,source_oxford,auto_no_translation;fitness;
responsibility;responsibility;8;auto_frequency,source_oxford,auto_no_translation;responsibility;
photography;photography;9;auto_frequency,source_oxford,auto_no_translation;photography;
academic;academic;10;auto_frequency,source_oxford,auto_no_translation;academic;
expected;expected;11;auto_frequency,source_oxford,auto_no_translation;expected;
grade;grade;12;auto_frequency,source_oxford,auto_no_translation;grade;
northern;northern;1;auto_frequency,source_oxford,auto_no_translation;northern;
require;require;2;auto_frequency,source_oxford,auto_no_translation;require;
outdoor;outdoor;3;auto_frequency,source_oxford,auto_no_translation;outdoor;
politics;politics;4;auto_frequency,source_oxford,auto_no_translation;politics;
string;string;5;auto_frequency,source_oxford,auto_no_translation;string;
goods;goods;6;auto_frequency,source_oxford,auto_no_translation;goods;
southern;southern;7;auto_frequency,source_oxford,auto_no_translation;southern;
battery;battery;8;auto_frequency,source_oxford,auto_no_translation;battery;
youth;youth;9;auto_frequency,source_oxford,auto_no_translation;youth;
pressure;pressure;10;auto_frequency,source_oxford,auto_no_translation;pressure;
medium;medium;11;auto_frequency,source_oxford,auto_no_translation;medium;
throughout;throughout;12;auto_frequency,source_oxford,auto_no_translation;throughout;
studio;studio;1;auto_frequency,source_oxford,auto_no_translation;studio;
rent;rent;2;auto_frequency,source_oxford,auto_no_translation;rent;
remote;remote;3;auto_frequency,source_oxford,auto_no_translation;remote;
theory;theory;4;auto_frequency,source_oxford,auto_no_translation;theory;
surface;surface;5;auto_frequency,source_oxford,auto_no_translation;surface;
host;host;6;auto_frequency,source_oxford,auto_no_translation;host;
block;block;7;auto_frequency,source_oxford,auto_no_translation;block;
fixed;fixed;8;auto_frequency,source_oxford,auto_no_translation;fixed;
respect;respect;9;auto_frequency,source_oxford,auto_no_translation;respect;
worth;worth;10;auto_frequency,source_oxford,auto_no_translation;worth;
campus;campus;11;auto_frequency,source_oxford,auto_no_translation;campus;
complex;complex;12;auto_frequency,source_oxford,auto_no_translation;complex;
flow;flow;1;auto_frequency,source_oxford,auto_no_translation;flow;
literature;literature;2;auto_frequency,source_oxford,auto_no_translation;literature;
setting;setting;3;auto_frequency,source_oxford,auto_no_translation;setting;
economy;economy;4;auto_frequency,source_oxford,auto_no_translation;economy;
frame;frame;5;auto_frequency,source_oxford,auto_no_translation;frame;
definition;definition;6;auto_frequency,source_oxford,auto_no_translation;definition;
path;path;7;auto_frequency,source_oxford,auto_no_translation;path;
royal;royal;8;auto_frequency,source_oxford,auto_no_translation;royal;
switch;switch;9;auto_frequency,source_oxford,auto_no_translation;switch;
nation;nation;10;auto_frequency,source_oxford,auto_no_translation;nation;
highly;highly;11;auto_frequency,source_oxford,auto_no_translation;highly;
emergency;emergency;12;auto_frequency,source_oxford,auto_no_translation;emergency;
currency;currency;1;auto_frequency,source_oxford,auto_no_translation;currency;
leather;leather;2;auto_frequency,source_oxford,auto_no_translation;leather;
determine;determine;3;auto_frequency,source_oxford,auto_no_translation;determine;
historical;historical;4;auto_frequency,source_oxford,auto_no_translation;historical;
scientific;scientific;5;auto_frequency,source_oxford,auto_no_translation;scientific;
particularly;particularly;6;auto_frequency,source_oxford,auto_no_translation;particularly;
cultural;cultural;7;auto_frequency,source_oxford,auto_no_translation;cultural;
edge;edge;8;auto_frequency,source_oxford,auto_no_translation;edge;
balance;balance;9;auto_frequency,source_oxford,auto_no_translation;balance;
graduate;graduate;10;auto_frequency,source_oxford,auto_no_translation;graduate;
label;label;11;auto_frequency,source_oxford,auto_no_translation;label;
waste;waste;12;auto_frequency,source_oxford,auto_no_translation;waste;
effort;effort;1;auto_frequency,source_oxford,auto_no_translation;effort;
generally;generally;2;auto_frequency,source_oxford,auto_no_translation;generally;
religion;religion;3;auto_frequency,source_oxford,auto_no_translation;religion;
claim;claim;4;auto_frequency,source_oxford,auto_no_translation;claim;
generation;generation;5;auto_frequency,source_oxford,auto_no_translation;generation;
chemical;chemical;6;auto_frequency,source_oxford,auto_no_translation;chemical;
nor;nor;7;auto_frequency,source_oxford,auto_no_translation;nor;
diamond;diamond;8;auto_frequency,source_oxford,auto_no_translation;diamond;
fuel;fuel;9;auto_frequency,source_oxford,auto_no_translation;fuel;
eastern;eastern;10;auto_frequency,source_oxford,auto_no_translation;eastern;
limit;limit;11;auto_frequency,source_oxford,auto_no_translation;limit;
essential;essential;12;auto_frequency,source_oxford,auto_no_translation;essential;
covered;covered;1;auto_frequency,source_oxford,auto_no_translation;covered;
solid;solid;2;auto_frequency,source_oxford,auto_no_translation;solid;
presentation;presentation;3;auto_frequency,source_oxford,auto_no_translation;presentation;
theme;theme;4;auto_frequency,source_oxford,auto_no_translation;theme;
campaign;campaign;5;auto_frequency,source_oxford,auto_no_translation;campaign;
improvement;improvement;6;auto_frequency,source_oxford,auto_no_translation;improvement;
spirit;spirit;7;auto_frequency,source_oxford,auto_no_translation;spirit;
challenge;challenge;8;auto_frequency,source_oxford,auto_no_translation;challenge;
hire;hire;9;auto_frequency,source_oxford,auto_no_translation;hire;
election;election;10;auto_frequency,source_oxford,auto_no_translation;election;
branch;branch;11;auto_frequency,source_oxford,auto_no_translation;branch;
magic;magic;12;auto_frequency,source_oxford,auto_no_translation;magic;
smart;smart;1;auto_frequency,source_oxford,auto_no_translation;smart;
element;element;2;auto_frequency,source_oxford,auto_no_translation;element;
define;define;3;auto_frequency,source_oxford,auto_no_translation;define;
racing;racing;4;auto_frequency,source_oxford,auto_no_translation;racing;
religious;religious;5;auto_frequency,source_oxford,auto_no_translation;religious;
chain;chain;6;auto_frequency,source_oxford,auto_no_translation;chain;
approximately;approximately;7;auto_frequency,source_oxford,auto_no_translation;approximately;
comparison;comparison;8;auto_frequency,source_oxford,auto_no_translation;comparison;
mental;mental;9;auto_frequency,source_oxford,auto_no_translation;mental;
damage;damage;10;auto_frequency,source_oxford,auto_no_translation;damage;
truth;truth;11;auto_frequency,source_oxford,auto_no_translation;truth;
native;native;12;auto_frequency,source_oxford,auto_no_translation;native;
printing;printing;1;auto_frequency,source_oxford,auto_no_translation;printing;
equal;equal;2;auto_frequency,source_oxford,auto_no_translation;equal;
profit;profit;3;auto_frequency,source_oxford,auto_no_translation;profit;
determined;determined;4;auto_frequency,source_oxford,auto_no_translation;determined;
nuclear;nuclear;5;auto_frequency,source_oxford,auto_no_translation;nuclear;
signal;signal;6;auto_frequency,source_oxford,auto_no_translation;signal;
sexual;sexual;7;auto_frequency,source_oxford,auto_no_translation;sexual;
powerful;powerful;8;auto_frequency,source_oxford,auto_no_translation;powerful;
promote;promote;9;auto_frequency,source_oxford,auto_no_translation;promote;
flag;flag;10;auto_frequency,source_oxford,auto_no_translation;flag;
iron;iron;11;auto_frequency,source_oxford,auto_no_translation;iron;
script;script;12;auto_frequency,source_oxford,auto_no_translation;script;
prepared;prepared;1;auto_frequency,source_oxford,auto_no_translation;prepared;
mix;mix;2;auto_frequency,source_oxford,auto_no_translation;mix;
frequently;frequently;3;auto_frequency,source_oxford,auto_no_translation;frequently;
measure;measure;4;auto_frequency,source_oxford,auto_no_translation;measure;
duty;duty;5;auto_frequency,source_oxford,auto_no_translation;duty;
laboratory;laboratory;6;auto_frequency,source_oxford,auto_no_translation;laboratory;
lack;lack;7;auto_frequency,source_oxford,auto_no_translation;lack;
whatever;whatever;8;auto_frequency,source_oxford,auto_no_translation;whatever;
explore;explore;9;auto_frequency,source_oxford,auto_no_translation;explore;
reality;reality;10;auto_frequency,source_oxford,auto_no_translation;reality;
destination;destination;11;auto_frequency,source_oxford,auto_no_translation;destination;
intelligence;intelligence;12;auto_frequency,source_oxford,auto_no_translation;intelligence;
battle;battle;1;auto_frequency,source_oxford,auto_no_translation;battle;
tape;tape;2;auto_frequency,source_oxford,auto_no_translation;tape;
judge;judge;3;auto_frequency,source_oxford,auto_no_translation;judge;
remain;remain;4;auto_frequency,source_oxford,auto_no_translation;remain;
marriage;marriage;5;auto_frequency,source_oxford,auto_no_translation;marriage;
roll;roll;6;auto_frequency,source_oxford,auto_no_translation;roll;
translation;translation;7;auto_frequency,source_oxford,auto_no_translation;translation;
slightly;slightly;8;auto_frequency,source_oxford,auto_no_translation;slightly;
assist;assist;9;auto_frequency,source_oxford,auto_no_translation;assist;
rare;rare;10;auto_frequency,source_oxford,auto_no_translation;rare;
row;row;11;auto_frequency,source_oxford,auto_no_translation;row;
practical;practical;12;auto_frequency,source_oxford,auto_no_translation;practical;
originally;originally;1;auto_frequency,source_oxford,auto_no_translation;originally;
aim;aim;2;auto_frequency,source_oxford,auto_no_translation;aim;
secondary;secondary;3;auto_frequency,source_oxford,auto_no_translation;secondary;
import;import;4;auto_frequency,source_oxford,auto_no_translation;import;
ahead;ahead;5;auto_frequency,source_oxford,auto_no_translation;ahead;
despite;despite;6;auto_frequency,source_oxford,auto_no_translation;despite;
strength;strength;7;auto_frequency,source_oxford,auto_no_translation;strength;
proper;proper;8;auto_frequency,source_oxford,auto_no_translation;proper;
previously;previously;9;auto_frequency,source_oxford,auto_no_translation;previously;
outdoors;outdoors;10;auto_frequency,source_oxford,auto_no_translation;outdoors;
luxury;luxury;11;auto_frequency,source_oxford,auto_no_translation;luxury;
indeed;indeed;12;auto_frequency,source_oxford,auto_no_translation;indeed;
layer;layer;1;auto_frequency,source_oxford,auto_no_translation;layer;
spot;spot;2;auto_frequency,source_oxford,auto_no_translation;spot;
relative;relative;3;auto_frequency,source_oxford,auto_no_translation;relative;
identity;identity;4;auto_frequency,source_oxford,auto_no_translation;identity;
influence;influence;5;auto_frequency,source_oxford,auto_no_translation;influence;
importance;importance;6;auto_frequency,source_oxford,auto_no_translation;importance;
specifically;specifically;7;auto_frequency,source_oxford,auto_no_translation;specifically;
represent;represent;8;auto_frequency,source_oxford,auto_no_translation;represent;
aware;aware;9;auto_frequency,source_oxford,auto_no_translation;aware;
cap;cap;10;auto_frequency,source_oxford,auto_no_translation;cap;
competitive;competitive;11;auto_frequency,source_oxford,auto_no_translation;competitive;
poetry;poetry;12;auto_frequency,source_oxford,auto_no_translation;poetry;
bell;bell;1;auto_frequency,source_oxford,auto_no_translation;bell;
pin;pin;2;auto_frequency,source_oxford,auto_no_translation;pin;
alcohol;alcohol;3;auto_frequency,source_oxford,auto_no_translation;alcohol;
sharp;sharp;4;auto_frequency,source_oxford,auto_no_translation;sharp;
export;export;5;auto_frequency,source_oxford,auto_no_translation;export;
occur;occur;6;auto_frequency,source_oxford,auto_no_translation;occur;
percentage;percentage;7;auto_frequency,source_oxford,auto_no_translation;percentage;
immediate;immediate;8;auto_frequency,source_oxford,auto_no_translation;immediate;
spread;spread;9;auto_frequency,source_oxford,auto_no_translation;spread;
expand;expand;10;auto_frequency,source_oxford,auto_no_translation;expand;
participate;participate;11;auto_frequency,source_oxford,auto_no_translation;participate;
experienced;experienced;12;auto_frequency,source_oxford,auto_no_translation;experienced;
totally;totally;1;auto_frequency,source_oxford,auto_no_translation;totally;
indicate;indicate;2;auto_frequency,source_oxford,auto_no_translation;indicate;
prince;prince;3;auto_frequency,source_oxford,auto_no_translation;prince;
soil;soil;4;auto_frequency,source_oxford,auto_no_translation;soil;
cotton;cotton;5;auto_frequency,source_oxford,auto_no_translation;cotton;
border;border;6;auto_frequency,source_oxford,auto_no_translation;border;
leisure;leisure;7;auto_frequency,source_oxford,auto_no_translation;leisure;
historic;historic;8;auto_frequency,source_oxford,auto_no_translation;historic;
reflect;reflect;9;auto_frequency,source_oxford,auto_no_translation;reflect;
