Front;Back;LessonID;TopicTags;Family;Category
Élaboration;Ausarbeitung;5;nouns;élaboration;Lesson 5: Nominalisierung
Ayant fait;Gemacht habend;6;grammar;ayant fait;Lesson 6: Partizipien
Étant allé;Gegangen seiend;6;grammar;étant allé;Lesson 6: Partizipien
Cohérence;Kohärenz;6;nouns;cohérence;Lesson 6: Logik
Lien;Verbindung;6;nouns;lien;Lesson 6: Logik
Transition;Übergang;6;nouns;transition;Lesson 6: Logik
Fluidité;Flüssigkeit (Sprache);6;nouns;fluidité;Lesson 6: Stil
Par ailleurs;Außerdem / Des Weiteren;6;adverbs;par ailleurs;Lesson 6: Konnektoren
En somme;Zusammenfassend;6;adverbs;en somme;Lesson 6: Konnektoren
Ainsi;So / Also;6;adverbs;ainsi;Lesson 6: Konnektoren
Or;Nun / Doch;6;conjunctions;or;Lesson 6: Konnektoren
Il s'avère que;Es stellt sich heraus, dass;7;phrases;il s'avère que;Lesson 7: Grammatik
Il convient de;Es ist angebracht zu;7;phrases;il convient de;Lesson 7: Grammatik
Concept;Konzept / Begriff;7;nouns;concept;Lesson 7: Philosophie
Éthique;Ethik;7;nouns;éthique;Lesson 7: Philosophie
Morale;Moral;7;nouns;morale;Lesson 7: Philosophie
Valeur;Wert;7;nouns;valeur;Lesson 7: Philosophie
Existence;Existenz;7;nouns;existence;Lesson 7: Philosophie
Conscience;Bewusstsein / Gewissen;7;nouns;conscience;Lesson 7: Philosophie
Abstrait;Abstrakt;7;adjectives;abstrait;Lesson 7: Adjektive
Philosophique;Philosophisch;7;adjectives;philosophique;Lesson 7: Adjektive
Hypothèse;Hypothese;8;nouns;hypothèse;Lesson 8: Wissenschaft
Expérience;Experiment;8;nouns;expérience;Lesson 8: Wissenschaft
Données;Daten;8;nouns;données;Lesson 8: Wissenschaft
Preuve;Beweis;8;nouns;preuve;Lesson 8: Wissenschaft
Démontrer;Beweisen / Zeigen;8;verbs;démontrer;Lesson 8: Verben
Innovation;Innovation;8;nouns;innovation;Lesson 8: Wissenschaft
Technologie;Technologie;8;nouns;technologie;Lesson 8: Wissenschaft
Progrès;Fortschritt;8;nouns;progrès;Lesson 8: Wissenschaft
Constatation;Feststellung;8;nouns;constatation;Lesson 8: Wissenschaft
Phénomène;Phänomen;8;nouns;phénomène;Lesson 8: Wissenschaft
Esthétique;Ästhetik / Ästhetisch;9;nouns;esthétique;Lesson 9: Kunst
Sublime;Erhaben / Großartig;9;adjectives;sublime;Lesson 9: Kunst
Époustouflant;Atemberaubend;9;adjectives;époustouflant;Lesson 9: Kunst
Chef-d'œuvre;Meisterwerk;9;nouns;chef-d'œuvre;Lesson 9: Kunst
Exposition;Ausstellung;9;nouns;exposition;Lesson 9: Kunst
Critique d'art;Kunstkritik;9;nouns;critique d'art;Lesson 9: Kunst
Abstrait;Abstrakt;9;adjectives;abstrait;Lesson 9: Kunst
Contemporain;Zeitgenössisch;9;adjectives;contemporain;Lesson 9: Kunst
Inspiration;Inspiration;9;nouns;inspiration;Lesson 9: Kunst
Interprétation;Interpretation;9;nouns;interprétation;Lesson 9: Kunst
Discours;Rede / Diskurs;10;nouns;discours;Lesson 10: Rhetorik
Éloquence;Eloquenz / Redegewandtheit;10;nouns;éloquence;Lesson 10: Rhetorik
Rhétorique;Rhetorik;10;nouns;rhétorique;Lesson 10: Rhetorik
Anaphore;Anapher;10;nouns;anaphore;Lesson 10: Rhetorik
Hyperbole;Hyperbel (Übertreibung);10;nouns;hyperbole;Lesson 10: Rhetorik
Persuader;Überreden (Gefühl);10;verbs;persuader;Lesson 10: Verben
Convaincre;Überzeugen (Verstand);10;verbs;convaincre;Lesson 10: Verben
Public;Publikum;10;nouns;public;Lesson 10: Rhetorik
Appel;Appell / Aufruf;10;nouns;appel;Lesson 10: Rhetorik
Impact;Wirkung;10;nouns;impact;Lesson 10: Rhetorik
Ironie;Ironie;11;nouns;ironie;Lesson 11: Nuance
Sarcasme;Sarkasmus;11;nouns;sarcasme;Lesson 11: Nuance
Sous-entendu;Andeutung;11;nouns;sous-entendu;Lesson 11: Nuance
Exagérer;Übertreiben;11;verbs;exagérer;Lesson 11: Verben
Subtil;Subtil;11;adjectives;subtil;Lesson 11: Adjektive
Nuance;Nuance;11;nouns;nuance;Lesson 11: Nuance
Faillir;Beinahe etwas tun (j'ai failli tomber);11;verbs;faillir;Lesson 11: Verben
Ambigu;Zweideutig;11;adjectives;ambigu;Lesson 11: Adjektive
Implicite;Implizit;11;adjectives;implicite;Lesson 11: Adjektive
Allusion;Anspielung;11;nouns;allusion;Lesson 11: Nuance
Excellence;Exzellenz;12;nouns;excellence;Lesson 12: Abschluss
Maîtrise;Beherrschung / Meisterschaft;12;nouns;maîtrise;Lesson 12: Abschluss
Sophistiqué;Anspruchsvoll / Raffiniert;12;adjectives;sophistiqué;Lesson 12: Abschluss
Érudit;Gelehrt / Gebildet;12;adjectives;érudit;Lesson 12: Abschluss
Prestigieux;Prestigeträchtig;12;adjectives;prestigieux;Lesson 12: Abschluss
Distinction;Auszeichnung / Vornehmheit;12;nouns;distinction;Lesson 12: Abschluss
Élaboré;Ausgefeilt;12;adjectives;élaboré;Lesson 12: Abschluss
Remarquable;Bemerkenswert;12;adjectives;remarquable;Lesson 12: Abschluss
Exceptionnel;Außergewöhnlich;12;adjectives;exceptionnel;Lesson 12: Abschluss
Accomplissement;Errungenschaft / Erfüllung;12;nouns;accomplissement;Lesson 12: Abschluss
instruire;instruire;1;auto_frequency,source_words_txt,auto_no_translation;instruire;Lesson 1
luire;luire;2;auto_frequency,source_words_txt,auto_no_translation;luire;Lesson 2
licencier;licencier;3;auto_frequency,source_words_txt,auto_no_translation;licencier;Lesson 3
bassement;bassement;4;auto_frequency,source_words_txt,auto_no_translation;bassement;Lesson 4
opaque;opaque;5;auto_frequency,source_words_txt,auto_no_translation;opaque;Lesson 5
rugueux;rugueux;6;auto_frequency,source_words_txt,auto_no_translation;rugueux;Lesson 6
la sérénité;la sérénité;7;auto_frequency,source_words_txt,auto_no_translation;la sérénité;Lesson 7
dissimuler;dissimuler;8;auto_frequency,source_words_txt,auto_no_translation;dissimuler;Lesson 8
exquis;exquis;9;auto_frequency,source_words_txt,auto_no_translation;exquis;Lesson 9
la fatalité;la fatalité;10;auto_frequency,source_words_txt,auto_no_translation;la fatalité;Lesson 10
vraisemblablement;vraisemblablement;11;auto_frequency,source_words_txt,auto_no_translation;vraisemblablement;Lesson 11
le platine;le platine;12;auto_frequency,source_words_txt,auto_no_translation;le platine;Lesson 12
la transaction;la transaction;1;auto_frequency,source_words_txt,auto_no_translation;la transaction;Lesson 1
désapprouver;désapprouver;2;auto_frequency,source_words_txt,auto_no_translation;désapprouver;Lesson 2
superficiellement;superficiellement;3;auto_frequency,source_words_txt,auto_no_translation;superficiellement;Lesson 3
le verdict;le verdict;4;auto_frequency,source_words_txt,auto_no_translation;le verdict;Lesson 4
la chirurgie;la chirurgie;5;auto_frequency,source_words_txt,auto_no_translation;la chirurgie;Lesson 5
obscurément;obscurément;6;auto_frequency,source_words_txt,auto_no_translation;obscurément;Lesson 6
officieusement;officieusement;7;auto_frequency,source_words_txt,auto_no_translation;officieusement;Lesson 7
survenir;survenir;8;auto_frequency,source_words_txt,auto_no_translation;survenir;Lesson 8
le chaos;le chaos;9;auto_frequency,source_words_txt,auto_no_translation;le chaos;Lesson 9
le prototype;le prototype;10;auto_frequency,source_words_txt,auto_no_translation;le prototype;Lesson 10
le traumatisme;le traumatisme;11;auto_frequency,source_words_txt,auto_no_translation;le traumatisme;Lesson 11
la phobie;la phobie;12;auto_frequency,source_words_txt,auto_no_translation;la phobie;Lesson 12
courtoisement;courtoisement;1;auto_frequency,source_words_txt,auto_no_translation;courtoisement;Lesson 1
spécifier;spécifier;2;auto_frequency,source_words_txt,auto_no_translation;spécifier;Lesson 2
valoriser;valoriser;3;auto_frequency,source_words_txt,auto_no_translation;valoriser;Lesson 3
le liège;le liège;4;auto_frequency,source_words_txt,auto_no_translation;le liège;Lesson 4
la charpente;la charpente;5;auto_frequency,source_words_txt,auto_no_translation;la charpente;Lesson 5
la serrurerie;la serrurerie;6;auto_frequency,source_words_txt,auto_no_translation;la serrurerie;Lesson 6
haleter;haleter;7;auto_frequency,source_words_txt,auto_no_translation;haleter;Lesson 7
le subordonné;le subordonné;8;auto_frequency,source_words_txt,auto_no_translation;le subordonné;Lesson 8
le prestataire;le prestataire;9;auto_frequency,source_words_txt,auto_no_translation;le prestataire;Lesson 9
obstinément;obstinément;10;auto_frequency,source_words_txt,auto_no_translation;obstinément;Lesson 10
la charrue;la charrue;11;auto_frequency,source_words_txt,auto_no_translation;la charrue;Lesson 11
revendiquer;revendiquer;12;auto_frequency,source_words_txt,auto_no_translation;revendiquer;Lesson 12
cassant;cassant;1;auto_frequency,source_words_txt,auto_no_translation;cassant;Lesson 1
la senteur;la senteur;2;auto_frequency,source_words_txt,auto_no_translation;la senteur;Lesson 2
le fumet;le fumet;3;auto_frequency,source_words_txt,auto_no_translation;le fumet;Lesson 3
l'émanation;l'émanation;4;auto_frequency,source_words_txt,auto_no_translation;l'émanation;Lesson 4
audacieusement;audacieusement;5;auto_frequency,source_words_txt,auto_no_translation;audacieusement;Lesson 5
lâchement;lâchement;6;auto_frequency,source_words_txt,auto_no_translation;lâchement;Lesson 6
hypocritement;hypocritement;7;auto_frequency,source_words_txt,auto_no_translation;hypocritement;Lesson 7
scruter;scruter;8;auto_frequency,source_words_txt,auto_no_translation;scruter;Lesson 8
l'étain;l'étain;9;auto_frequency,source_words_txt,auto_no_translation;l'étain;Lesson 9
le silicium;le silicium;10;auto_frequency,source_words_txt,auto_no_translation;le silicium;Lesson 10
le soufre;le soufre;11;auto_frequency,source_words_txt,auto_no_translation;le soufre;Lesson 11
l'azote;l'azote;12;auto_frequency,source_words_txt,auto_no_translation;l'azote;Lesson 12
approfondir;approfondir;1;auto_frequency,source_words_txt,auto_no_translation;approfondir;Lesson 1
consolider;consolider;2;auto_frequency,source_words_txt,auto_no_translation;consolider;Lesson 2
harmoniser;harmoniser;3;auto_frequency,source_words_txt,auto_no_translation;harmoniser;Lesson 3
détestable;détestable;4;auto_frequency,source_words_txt,auto_no_translation;détestable;Lesson 4
le faubourg;le faubourg;5;auto_frequency,source_words_txt,auto_no_translation;le faubourg;Lesson 5
négligemment;négligemment;6;auto_frequency,source_words_txt,auto_no_translation;négligemment;Lesson 6
confusément;confusément;7;auto_frequency,source_words_txt,auto_no_translation;confusément;Lesson 7
la juridiction;la juridiction;8;auto_frequency,source_words_txt,auto_no_translation;la juridiction;Lesson 8
le magistrat;le magistrat;9;auto_frequency,source_words_txt,auto_no_translation;le magistrat;Lesson 9
le procureur;le procureur;10;auto_frequency,source_words_txt,auto_no_translation;le procureur;Lesson 10
le litige;le litige;11;auto_frequency,source_words_txt,auto_no_translation;le litige;Lesson 11
la sentence;la sentence;12;auto_frequency,source_words_txt,auto_no_translation;la sentence;Lesson 12
l'infraction;l'infraction;1;auto_frequency,source_words_txt,auto_no_translation;l'infraction;Lesson 1
acquitter;acquitter;2;auto_frequency,source_words_txt,auto_no_translation;acquitter;Lesson 2
le rayonnement;le rayonnement;3;auto_frequency,source_words_txt,auto_no_translation;le rayonnement;Lesson 3
la demeure;la demeure;4;auto_frequency,source_words_txt,auto_no_translation;la demeure;Lesson 4
le gisement;le gisement;5;auto_frequency,source_words_txt,auto_no_translation;le gisement;Lesson 5
le minerai;le minerai;6;auto_frequency,source_words_txt,auto_no_translation;le minerai;Lesson 6
le combustible;le combustible;7;auto_frequency,source_words_txt,auto_no_translation;le combustible;Lesson 7
ostensiblement;ostensiblement;8;auto_frequency,source_words_txt,auto_no_translation;ostensiblement;Lesson 8
privément;privément;9;auto_frequency,source_words_txt,auto_no_translation;privément;Lesson 9
l'anesthésie;l'anesthésie;10;auto_frequency,source_words_txt,auto_no_translation;l'anesthésie;Lesson 10
la greffe;la greffe;11;auto_frequency,source_words_txt,auto_no_translation;la greffe;Lesson 11
la prothèse;la prothèse;12;auto_frequency,source_words_txt,auto_no_translation;la prothèse;Lesson 12
la convalescence;la convalescence;1;auto_frequency,source_words_txt,auto_no_translation;la convalescence;Lesson 1
le cryptage;le cryptage;2;auto_frequency,source_words_txt,auto_no_translation;le cryptage;Lesson 2
le pare-feu;le pare-feu;3;auto_frequency,source_words_txt,auto_no_translation;le pare-feu;Lesson 3
la requête;la requête;4;auto_frequency,source_words_txt,auto_no_translation;la requête;Lesson 4
engendrer;engendrer;5;auto_frequency,source_words_txt,auto_no_translation;engendrer;Lesson 5
susciter;susciter;6;auto_frequency,source_words_txt,auto_no_translation;susciter;Lesson 6
découler;découler;7;auto_frequency,source_words_txt,auto_no_translation;découler;Lesson 7
le préjudice;le préjudice;8;auto_frequency,source_words_txt,auto_no_translation;le préjudice;Lesson 8
le différend;le différend;9;auto_frequency,source_words_txt,auto_no_translation;le différend;Lesson 9
le dénouement;le dénouement;10;auto_frequency,source_words_txt,auto_no_translation;le dénouement;Lesson 10
drastique;drastique;11;auto_frequency,source_words_txt,auto_no_translation;drastique;Lesson 11
laxiste;laxiste;12;auto_frequency,source_words_txt,auto_no_translation;laxiste;Lesson 12
pointilleux;pointilleux;1;auto_frequency,source_words_txt,auto_no_translation;pointilleux;Lesson 1
minutieux;minutieux;2;auto_frequency,source_words_txt,auto_no_translation;minutieux;Lesson 2
la dérogation;la dérogation;3;auto_frequency,source_words_txt,auto_no_translation;la dérogation;Lesson 3
s'obstiner;s'obstiner;4;auto_frequency,source_words_txt,auto_no_translation;s'obstiner;Lesson 4
endurer;endurer;5;auto_frequency,source_words_txt,auto_no_translation;endurer;Lesson 5
le préfet;le préfet;6;auto_frequency,source_words_txt,auto_no_translation;le préfet;Lesson 6
le diplomate;le diplomate;7;auto_frequency,source_words_txt,auto_no_translation;le diplomate;Lesson 7
le doyen;le doyen;8;auto_frequency,source_words_txt,auto_no_translation;le doyen;Lesson 8
catégoriquement;catégoriquement;9;auto_frequency,source_words_txt,auto_no_translation;catégoriquement;Lesson 9
implicitement;implicitement;10;auto_frequency,source_words_txt,auto_no_translation;implicitement;Lesson 10
explicitement;explicitement;11;auto_frequency,source_words_txt,auto_no_translation;explicitement;Lesson 11
la métaphore;la métaphore;12;auto_frequency,source_words_txt,auto_no_translation;la métaphore;Lesson 12
le sarcasme;le sarcasme;1;auto_frequency,source_words_txt,auto_no_translation;le sarcasme;Lesson 1
altérer;altérer;2;auto_frequency,source_words_txt,auto_no_translation;altérer;Lesson 2
falsifier;falsifier;3;auto_frequency,source_words_txt,auto_no_translation;falsifier;Lesson 3
le biotope;le biotope;4;auto_frequency,source_words_txt,auto_no_translation;le biotope;Lesson 4
la raréfaction;la raréfaction;5;auto_frequency,source_words_txt,auto_no_translation;la raréfaction;Lesson 5
la prédation;la prédation;6;auto_frequency,source_words_txt,auto_no_translation;la prédation;Lesson 6
la symbiose;la symbiose;7;auto_frequency,source_words_txt,auto_no_translation;la symbiose;Lesson 7
simultanément;simultanément;8;auto_frequency,source_words_txt,auto_no_translation;simultanément;Lesson 8
conjointement;conjointement;9;auto_frequency,source_words_txt,auto_no_translation;conjointement;Lesson 9
isolément;isolément;10;auto_frequency,source_words_txt,auto_no_translation;isolément;Lesson 10
accessoirement;accessoirement;11;auto_frequency,source_words_txt,auto_no_translation;accessoirement;Lesson 11
le neurone;le neurone;12;auto_frequency,source_words_txt,auto_no_translation;le neurone;Lesson 12
le cortex;le cortex;1;auto_frequency,source_words_txt,auto_no_translation;le cortex;Lesson 1
la cognition;la cognition;2;auto_frequency,source_words_txt,auto_no_translation;la cognition;Lesson 2
appréhender;appréhender;3;auto_frequency,source_words_txt,auto_no_translation;appréhender;Lesson 3
induire;induire;4;auto_frequency,source_words_txt,auto_no_translation;induire;Lesson 4
le givre;le givre;5;auto_frequency,source_words_txt,auto_no_translation;le givre;Lesson 5
l'anticyclone;l'anticyclone;6;auto_frequency,source_words_txt,auto_no_translation;l'anticyclone;Lesson 6
hormis;hormis;7;auto_frequency,source_words_txt,auto_no_translation;hormis;Lesson 7
moyennant;moyennant;8;auto_frequency,source_words_txt,auto_no_translation;moyennant;Lesson 8
instaurer;instaurer;9;auto_frequency,source_words_txt,auto_no_translation;instaurer;Lesson 9
ériger;ériger;10;auto_frequency,source_words_txt,auto_no_translation;ériger;Lesson 10
forger;forger;11;auto_frequency,source_words_txt,auto_no_translation;forger;Lesson 11
façonner;façonner;12;auto_frequency,source_words_txt,auto_no_translation;façonner;Lesson 12
le fardeau;le fardeau;1;auto_frequency,source_words_txt,auto_no_translation;le fardeau;Lesson 1
l'austérité;l'austérité;2;auto_frequency,source_words_txt,auto_no_translation;l'austérité;Lesson 2
la pénurie;la pénurie;3;auto_frequency,source_words_txt,auto_no_translation;la pénurie;Lesson 3
la lignée;la lignée;4;auto_frequency,source_words_txt,auto_no_translation;la lignée;Lesson 4
la descendance;la descendance;5;auto_frequency,source_words_txt,auto_no_translation;la descendance;Lesson 5
sciemment;sciemment;6;auto_frequency,source_words_txt,auto_no_translation;sciemment;Lesson 6
machinalement;machinalement;7;auto_frequency,source_words_txt,auto_no_translation;machinalement;Lesson 7
la doctrine;la doctrine;8;auto_frequency,source_words_txt,auto_no_translation;la doctrine;Lesson 8
la vertu;la vertu;9;auto_frequency,source_words_txt,auto_no_translation;la vertu;Lesson 9
le vice;le vice;10;auto_frequency,source_words_txt,auto_no_translation;le vice;Lesson 10
entraver;entraver;11;auto_frequency,source_words_txt,auto_no_translation;entraver;Lesson 11
réprimer;réprimer;12;auto_frequency,source_words_txt,auto_no_translation;réprimer;Lesson 12
anéantir;anéantir;1;auto_frequency,source_words_txt,auto_no_translation;anéantir;Lesson 1
la souveraineté;la souveraineté;2;auto_frequency,source_words_txt,auto_no_translation;la souveraineté;Lesson 2
l'émancipation;l'émancipation;3;auto_frequency,source_words_txt,auto_no_translation;l'émancipation;Lesson 3
notablement;notablement;4;auto_frequency,source_words_txt,auto_no_translation;notablement;Lesson 4
amplement;amplement;5;auto_frequency,source_words_txt,auto_no_translation;amplement;Lesson 5
le métabolisme;le métabolisme;6;auto_frequency,source_words_txt,auto_no_translation;le métabolisme;Lesson 6
sécréter;sécréter;7;auto_frequency,source_words_txt,auto_no_translation;sécréter;Lesson 7
inhiber;inhiber;8;auto_frequency,source_words_txt,auto_no_translation;inhiber;Lesson 8
le dividende;le dividende;9;auto_frequency,source_words_txt,auto_no_translation;le dividende;Lesson 9
la spéculation;la spéculation;10;auto_frequency,source_words_txt,auto_no_translation;la spéculation;Lesson 10
la déflation;la déflation;11;auto_frequency,source_words_txt,auto_no_translation;la déflation;Lesson 11
fictivement;fictivement;12;auto_frequency,source_words_txt,auto_no_translation;fictivement;Lesson 12
hypothétiquement;hypothétiquement;1;auto_frequency,source_words_txt,auto_no_translation;hypothétiquement;Lesson 1
le dramaturge;le dramaturge;2;auto_frequency,source_words_txt,auto_no_translation;le dramaturge;Lesson 2
l'essayiste;l'essayiste;3;auto_frequency,source_words_txt,auto_no_translation;l'essayiste;Lesson 3
le manuscrit;le manuscrit;4;auto_frequency,source_words_txt,auto_no_translation;le manuscrit;Lesson 4
la coalition;la coalition;5;auto_frequency,source_words_txt,auto_no_translation;la coalition;Lesson 5
la trêve;la trêve;6;auto_frequency,source_words_txt,auto_no_translation;la trêve;Lesson 6
ratifier;ratifier;7;auto_frequency,source_words_txt,auto_no_translation;ratifier;Lesson 7
médier;médier;8;auto_frequency,source_words_txt,auto_no_translation;médier;Lesson 8
concilier;concilier;9;auto_frequency,source_words_txt,auto_no_translation;concilier;Lesson 9
scrupuleusement;scrupuleusement;10;auto_frequency,source_words_txt,auto_no_translation;scrupuleusement;Lesson 10
méticuleusement;méticuleusement;11;auto_frequency,source_words_txt,auto_no_translation;méticuleusement;Lesson 11
l'altruisme;l'altruisme;12;auto_frequency,source_words_txt,auto_no_translation;l'altruisme;Lesson 12
le dévouement;le dévouement;1;auto_frequency,source_words_txt,auto_no_translation;le dévouement;Lesson 1
l'ambiguïté;l'ambiguïté;2;auto_frequency,source_words_txt,auto_no_translation;l'ambiguïté;Lesson 2
la subtilité;la subtilité;3;auto_frequency,source_words_txt,auto_no_translation;la subtilité;Lesson 3
la bruine;la bruine;4;auto_frequency,source_words_txt,auto_no_translation;la bruine;Lesson 4
perpétuer;perpétuer;5;auto_frequency,source_words_txt,auto_no_translation;perpétuer;Lesson 5
la biosphère;la biosphère;6;auto_frequency,source_words_txt,auto_no_translation;la biosphère;Lesson 6
le pourvoi;le pourvoi;7;auto_frequency,source_words_txt,auto_no_translation;le pourvoi;Lesson 7
le greffe;le greffe;8;auto_frequency,source_words_txt,auto_no_translation;le greffe;Lesson 8
le huissier;le huissier;9;auto_frequency,source_words_txt,auto_no_translation;le huissier;Lesson 9
le contentieux;le contentieux;10;auto_frequency,source_words_txt,auto_no_translation;le contentieux;Lesson 10
le prévenu;le prévenu;11;auto_frequency,source_words_txt,auto_no_translation;le prévenu;Lesson 11
la déposition;la déposition;12;auto_frequency,source_words_txt,auto_no_translation;la déposition;Lesson 12
le flagrant délit;le flagrant délit;1;auto_frequency,source_words_txt,auto_no_translation;le flagrant délit;Lesson 1
la garde à vue;la garde à vue;2;auto_frequency,source_words_txt,auto_no_translation;la garde à vue;Lesson 2
préconiser;préconiser;3;auto_frequency,source_words_txt,auto_no_translation;préconiser;Lesson 3
décréter;décréter;4;auto_frequency,source_words_txt,auto_no_translation;décréter;Lesson 4
promulguer;promulguer;5;auto_frequency,source_words_txt,auto_no_translation;promulguer;Lesson 5
la conjecture;la conjecture;6;auto_frequency,source_words_txt,auto_no_translation;la conjecture;Lesson 6
la prémisse;la prémisse;7;auto_frequency,source_words_txt,auto_no_translation;la prémisse;Lesson 7
la solvabilité;la solvabilité;8;auto_frequency,source_words_txt,auto_no_translation;la solvabilité;Lesson 8
la liquidation;la liquidation;9;auto_frequency,source_words_txt,auto_no_translation;la liquidation;Lesson 9
le fanatisme;le fanatisme;10;auto_frequency,source_words_txt,auto_no_translation;le fanatisme;Lesson 10
le radicalisme;le radicalisme;11;auto_frequency,source_words_txt,auto_no_translation;le radicalisme;Lesson 11
le dogmatisme;le dogmatisme;12;auto_frequency,source_words_txt,auto_no_translation;le dogmatisme;Lesson 12
perpétuellement;perpétuellement;1;auto_frequency,source_words_txt,auto_no_translation;perpétuellement;Lesson 1
le paradigme;le paradigme;2;auto_frequency,source_words_txt,auto_no_translation;le paradigme;Lesson 2
la constante;la constante;3;auto_frequency,source_words_txt,auto_no_translation;la constante;Lesson 3
inférer;inférer;4;auto_frequency,source_words_txt,auto_no_translation;inférer;Lesson 4
extrapoler;extrapoler;5;auto_frequency,source_words_txt,auto_no_translation;extrapoler;Lesson 5
la suprématie;la suprématie;6;auto_frequency,source_words_txt,auto_no_translation;la suprématie;Lesson 6
la notoriété;la notoriété;7;auto_frequency,source_words_txt,auto_no_translation;la notoriété;Lesson 7
la renommée;la renommée;8;auto_frequency,source_words_txt,auto_no_translation;la renommée;Lesson 8
sarcastiquement;sarcastiquement;9;auto_frequency,source_words_txt,auto_no_translation;sarcastiquement;Lesson 9
singulièrement;singulièrement;10;auto_frequency,source_words_txt,auto_no_translation;singulièrement;Lesson 10
cerner;cerner;11;auto_frequency,source_words_txt,auto_no_translation;cerner;Lesson 11
délimiter;délimiter;12;auto_frequency,source_words_txt,auto_no_translation;délimiter;Lesson 12
la particule;la particule;1;auto_frequency,source_words_txt,auto_no_translation;la particule;Lesson 1
l'électron;l'électron;2;auto_frequency,source_words_txt,auto_no_translation;l'électron;Lesson 2
le neutron;le neutron;3;auto_frequency,source_words_txt,auto_no_translation;le neutron;Lesson 3
le proton;le proton;4;auto_frequency,source_words_txt,auto_no_translation;le proton;Lesson 4
le catalyseur;le catalyseur;5;auto_frequency,source_words_txt,auto_no_translation;le catalyseur;Lesson 5
