Front;Back;LessonID;TopicTags;Family;Category
pleurer;pleurer;7;auto_frequency,source_words_txt,auto_no_translation;pleurer;Lesson 7
l'exemple;l'exemple;8;auto_frequency,source_words_txt,auto_no_translation;l'exemple;Lesson 8
sourire;sourire;9;auto_frequency,source_words_txt,auto_no_translation;sourire;Lesson 9
le besoin;le besoin;10;auto_frequency,source_words_txt,auto_no_translation;le besoin;Lesson 10
monter;monter;11;auto_frequency,source_words_txt,auto_no_translation;monter;Lesson 11
bas;bas;12;auto_frequency,source_words_txt,auto_no_translation;bas;Lesson 12
le type;le type;1;auto_frequency,source_words_txt,auto_no_translation;le type;Lesson 1
le jeu;le jeu;2;auto_frequency,source_words_txt,auto_no_translation;le jeu;Lesson 2
la lumière;la lumière;3;auto_frequency,source_words_txt,auto_no_translation;la lumière;Lesson 3
revoir;revoir;4;auto_frequency,source_words_txt,auto_no_translation;revoir;Lesson 4
la voix;la voix;5;auto_frequency,source_words_txt,auto_no_translation;la voix;Lesson 5
le chef;le chef;6;auto_frequency,source_words_txt,auto_no_translation;le chef;Lesson 6
le ciel;le ciel;7;auto_frequency,source_words_txt,auto_no_translation;le ciel;Lesson 7
manquer;manquer;8;auto_frequency,source_words_txt,auto_no_translation;manquer;Lesson 8
espérer;espérer;9;auto_frequency,source_words_txt,auto_no_translation;espérer;Lesson 9
proche;proche;10;auto_frequency,source_words_txt,auto_no_translation;proche;Lesson 10
le morceau;le morceau;11;auto_frequency,source_words_txt,auto_no_translation;le morceau;Lesson 11
la montagne;la montagne;12;auto_frequency,source_words_txt,auto_no_translation;la montagne;Lesson 12
le vent;le vent;1;auto_frequency,source_words_txt,auto_no_translation;le vent;Lesson 1
le reste;le reste;2;auto_frequency,source_words_txt,auto_no_translation;le reste;Lesson 2
le chemin;le chemin;3;auto_frequency,source_words_txt,auto_no_translation;le chemin;Lesson 3
le bord;le bord;4;auto_frequency,source_words_txt,auto_no_translation;le bord;Lesson 4
préparer;préparer;5;auto_frequency,source_words_txt,auto_no_translation;préparer;Lesson 5
le feu;le feu;6;auto_frequency,source_words_txt,auto_no_translation;le feu;Lesson 6
la bouche;la bouche;7;auto_frequency,source_words_txt,auto_no_translation;la bouche;Lesson 7
le pas;le pas;8;auto_frequency,source_words_txt,auto_no_translation;le pas;Lesson 8
important;important;9;auto_frequency,source_words_txt,auto_no_translation;important;Lesson 9
l'amour;l'amour;10;auto_frequency,source_words_txt,auto_no_translation;l'amour;Lesson 10
le plaisir;le plaisir;11;auto_frequency,source_words_txt,auto_no_translation;le plaisir;Lesson 11
réussir;réussir;12;auto_frequency,source_words_txt,auto_no_translation;réussir;Lesson 12
tourner;tourner;1;auto_frequency,source_words_txt,auto_no_translation;tourner;Lesson 1
la vérité;la vérité;2;auto_frequency,source_words_txt,auto_no_translation;la vérité;Lesson 2
le silence;le silence;3;auto_frequency,source_words_txt,auto_no_translation;le silence;Lesson 3
traverser;traverser;4;auto_frequency,source_words_txt,auto_no_translation;traverser;Lesson 4
le rêve;le rêve;5;auto_frequency,source_words_txt,auto_no_translation;le rêve;Lesson 5
le bois;le bois;6;auto_frequency,source_words_txt,auto_no_translation;le bois;Lesson 6
le mur;le mur;7;auto_frequency,source_words_txt,auto_no_translation;le mur;Lesson 7
le calme;le calme;8;auto_frequency,source_words_txt,auto_no_translation;le calme;Lesson 8
le quartier;le quartier;9;auto_frequency,source_words_txt,auto_no_translation;le quartier;Lesson 9
la jambe;la jambe;10;auto_frequency,source_words_txt,auto_no_translation;la jambe;Lesson 10
le sourire;le sourire;11;auto_frequency,source_words_txt,auto_no_translation;le sourire;Lesson 11
le doigt;le doigt;12;auto_frequency,source_words_txt,auto_no_translation;le doigt;Lesson 12
entier;entier;1;auto_frequency,source_words_txt,auto_no_translation;entier;Lesson 1
accompagner;accompagner;2;auto_frequency,source_words_txt,auto_no_translation;accompagner;Lesson 2
le danger;le danger;3;auto_frequency,source_words_txt,auto_no_translation;le danger;Lesson 3
la situation;la situation;4;auto_frequency,source_words_txt,auto_no_translation;la situation;Lesson 4
le vêtement;le vêtement;5;auto_frequency,source_words_txt,auto_no_translation;le vêtement;Lesson 5
